position_action,angle_action,gripper_position,gripper_angle,gripper_velocity,gripper_angular_velocity,target_position,target_angle,target_velocity,target_angular_velocity,closest_point,contact_force,rewards,finger1_min_dists,finger2_min_dists,finger3_min_dists,num_contact_points,fingertip_num_contact_points,accumulated_contact_force,totalLateralFrictionForce
[0.48194504 0.98785806 0.5126133 ],[-0.04928541  0.01476169  0.01736999],[0.02475575 0.09690189 1.07298896],[-0.00999788  0.17909569  0.08314989],[0.23133357 0.47417184 0.24605482],[-0.23783022  0.05137867  0.12541867],[0.15942733 0.98204937 1.19350102],[ 0. -0.  0.],[0.08233579 0.04774114 0.00211223],[0. 0. 0.],0.7301784199257066,0,1.2067301287545495,[0.71320742 0.68752088 0.65699173],[0.70606268 0.68072002 0.6490037 ],[0.67394833 0.64877341 0.61854516],0,[0 0 0],0,[0 0 0]
[0.48727822 0.9878385  0.49850798],[-0.05046874  0.01585901  0.01695216],[0.02573031 0.09887757 1.07398598],[-0.0110071   0.17941311  0.08348867],[0.2338935  0.47416245 0.23928426],[-0.24384416  0.05608104  0.12449291],[0.15977034 0.98224825 1.19350982],[ 0. -0.  0.],[0.08232077 0.04773243 0.00211184],[0. 0. 0.],0.7282670183844437,0,1.2074940768518352,[0.71131591 0.68563084 0.65510258],[0.70418923 0.67884966 0.64713096],[0.67204443 0.64686914 0.61663665],0,[0 0 0],0,[0 0 0]
[0.4922881  0.98781824 0.48446667],[-0.05116642  0.01688647  0.01651812],[0.02671488 0.10085321 1.07495492],[-0.01203028  0.17975107  0.08381876],[0.23629824 0.47415271 0.2325444 ],[-0.2475464   0.06063843  0.12308239],[0.16011328 0.9824471  1.19351862],[ 0. -0.  0.],[0.08230574 0.04772372 0.00211146],[0. 0. 0.],0.7263585346664317,0,1.2082390428885004,[0.70943239 0.68374913 0.65322157],[0.70232658 0.67699041 0.64526911],[0.67014084 0.64496562 0.61472857],0,[0 0 0],0,[0 0 0]
[0.4960991 0.9878142 0.4707005],[-0.0511077   0.01597989  0.01606739],[0.02770708 0.10282884 1.07589632],[-0.01305236  0.18007086  0.08413987],[0.2381276  0.47415082 0.22593622],[-0.24692738  0.05623624  0.12096102],[0.16045616 0.98264591 1.19352741],[ 0. -0.  0.],[0.08229072 0.04771501 0.00211107],[0. 0. 0.],0.7244534642541649,0,1.2089992969800014,[0.70755473 0.68187361 0.65134656],[0.70047198 0.67513942 0.64341531],[0.6682393  0.6430644  0.61282255],0,[0 0 0],0,[0 0 0]
[0.49914408 0.98782015 0.45734215],[-0.05079836  0.01438987  0.01565397],[0.02870537 0.10480448 1.076811  ],[-0.01406826  0.18035885  0.08445274],[0.23958918 0.47415368 0.21952422],[-0.24483471  0.04867539  0.11879049],[0.16079897 0.98284469 1.19353621],[ 0. -0.  0.],[0.0822757  0.0477063  0.00211069],[0. 0. 0.],0.7225518333954608,0,1.2097867249651864,[0.70568221 0.6800035  0.64947684],[0.6986243  0.67329551 0.64156843],[0.66634033 0.64116595 0.61091906],0,[0 0 0],0,[0 0 0]
[0.5020168 0.9878248 0.4441805],[-0.05040348  0.01325548  0.01526248],[0.0297094  0.10678013 1.07769936],[-0.01507626  0.18062414  0.0847578 ],[0.24096808 0.47415591 0.21320662],[-0.24252023  0.04333102  0.11664237],[0.16114172 0.98304343 1.193545  ],[ 0. -0.  0.],[0.08226068 0.04769759 0.0021103 ],[0. 0. 0.],0.7206536086617021,0,1.2105934390856519,[0.70381461 0.6781386  0.64761216],[0.69678337 0.67145853 0.6397283 ],[0.66444392 0.63927027 0.6090181 ],0,[0 0 0],0,[0 0 0]
[0.504874   0.98782825 0.43090034],[-0.04952741  0.01175189  0.01469934],[0.03071915 0.10875578 1.07856116],[-0.01606675  0.18085935  0.08505162],[0.24233954 0.47415757 0.20683215],[-0.23778948  0.03641629  0.11324946],[0.16148441 0.98324213 1.19355379],[ 0. -0.  0.],[0.08224566 0.04768888 0.00210992],[0. 0. 0.],0.7187593293950104,0,1.2114277165299374,[0.70195053 0.67627746 0.64575103],[0.69494797 0.66962724 0.63789361],[0.66255103 0.63737825 0.60712047],0,[0 0 0],0,[0 0 0]
[0.50824    0.9878323  0.41685987],[-0.04736263  0.00806415  0.01347601],[0.03173563 0.11073145 1.07939489],[-0.01701383  0.18102081  0.08532102],[0.24395514 0.47415941 0.2000932 ],[-0.22607547  0.0195859   0.10555833],[0.16182704 0.9834408  1.19356258],[ 0. -0.  0.],[0.08223065 0.04768018 0.00210953],[0. 0. 0.],0.7168707940387438,0,1.2123338877013705,[0.700086   0.67441595 0.64388906],[0.69311468 0.66779817 0.63606061],[0.66066456 0.63549267 0.60522865],0,[0 0 0],0,[0 0 0]
[0.5116141  0.98783803 0.4032116 ],[-0.04639858  0.00596845  0.01271546],[0.03275886 0.11270712 1.08020131],[-0.01794174  0.18114032  0.08557526],[0.2455748  0.47416226 0.19354156],[-0.22070637  0.00988101  0.10112403],[0.16216961 0.98363943 1.19357137],[ 0. -0.  0.],[0.08221565 0.04767148 0.00210915],[0. 0. 0.],0.71498638344687,0,1.213280071989911,[0.6982245  0.6725577  0.64203006],[0.69128674 0.66597463 0.63423282],[0.65878179 0.63361094 0.60334028],0,[0 0 0],0,[0 0 0]
[0.51475453 0.9878416  0.3897004 ],[-0.04490304  0.00417614  0.01184154],[0.03378837 0.11468281 1.08098071],[-0.01883963  0.18122399  0.08581202],[0.24708212 0.47416389 0.18705669],[-0.21290666  0.00186553  0.09565346],[0.16251211 0.98383803 1.19358016],[ 0. -0.  0.],[0.08220064 0.04766278 0.00210876],[0. 0. 0.],0.7131066139837249,0,1.2142627389557215,[0.69636464 0.67070122 0.64017247],[0.68946288 0.66415534 0.63240887],[0.65690364 0.63173394 0.60145613],0,[0 0 0],0,[0 0 0]
[0.51773393 0.9878442  0.37638235],[-0.04390115  0.00282526  0.0113188 ],[0.03482383 0.11665849 1.08173348],[-0.0197176   0.1812806   0.08603837],[0.24851231 0.47416521 0.18066352],[-0.20766164 -0.00424919  0.09230773],[0.16285455 0.98403658 1.19358894],[ 0. -0.  0.],[0.08218564 0.04765408 0.00210838],[0. 0. 0.],0.7112306230376666,0,1.2152713463499873,[0.69450801 0.66884821 0.63831812],[0.68764434 0.66234152 0.63059012],[0.65502896 0.62986057 0.59957526],0,[0 0 0],0,[0 0 0]
[0.5174823  0.9877964  0.36631536],[-0.03970069 -0.00083959  0.00984347],[0.0358588  0.11863409 1.08246611],[-0.02051144  0.18126392  0.08623524],[0.24839145 0.47414228 0.17583197],[-0.18636055 -0.02011048  0.08159557],[0.16319693 0.98423511 1.19359773],[ 0. -0.  0.],[0.08217064 0.04764538 0.00210799],[0. 0. 0.],0.7093617149316602,0,1.2163579110155438,[0.6926446  0.66698807 0.63645602],[0.68582084 0.66052268 0.62876566],[0.65316442 0.62799712 0.59770352],0,[0 0 0],0,[0 0 0]
[0.51664805 0.98773193 0.35758758],[-0.03744203 -0.00420046  0.00945377],[0.0368921  0.12060955 1.08318128],[-0.02126022  0.18117999  0.08642437],[0.24799108 0.47411133 0.171642  ],[-0.17436969 -0.03531002  0.07778087],[0.16353924 0.98443359 1.19360651],[ 0. -0.  0.],[0.08215564 0.04763669 0.00210761],[0. 0. 0.],0.7074969464096453,0,1.2175070728254969,[0.69077994 0.66512658 0.63459237],[0.68399638 0.65870282 0.62693997],[0.65130563 0.62613977 0.59583766],0,[0 0 0],0,[0 0 0]
[0.51585937 0.9876654  0.34905434],[-0.03485388 -0.00693935  0.00869942],[0.03792381 0.12258488 1.0838794 ],[-0.02195711  0.18104129  0.08659842],[0.24761245 0.47407932 0.16754659],[-0.16102713 -0.04737755  0.07189705],[0.1638815  0.98463204 1.19361529],[ 0. -0.  0.],[0.08214065 0.04762799 0.00210722],[0. 0. 0.],0.705636916591564,0,1.2187117435881387,[0.68891281 0.66326239 0.63272572],[0.68217031 0.65688133 0.6251123 ],[0.6494531  0.6242891  0.59397805],0,[0 0 0],0,[0 0 0]
[0.5150342  0.98759866 0.3404827 ],[-0.03324008 -0.00972301  0.00836957],[0.03895388 0.12456008 1.08456036],[-0.02262175  0.18084692  0.08676589],[0.24721637 0.47404732 0.16343216],[-0.15228185 -0.06005912  0.06889905],[0.16422369 0.98483046 1.19362407],[ 0. -0.  0.],[0.08212566 0.0476193  0.00210684],[0. 0. 0.],0.7037803328391332,0,1.2199683436151032,[0.68704609 0.66139855 0.63085928],[0.68034499 0.65506057 0.62328522],[0.64760491 0.62244322 0.59212307],0,[0 0 0],0,[0 0 0]
[0.51417863 0.9875318  0.33206773],[-0.03153998 -0.01203507  0.00786769],[0.03998224 0.12653514 1.0852245 ],[-0.02325247  0.18060626  0.08692337],[0.24680578 0.47401528 0.1593925 ],[-0.14333678 -0.07045476  0.06500296],[0.16456581 0.98502883 1.19363284],[ 0. -0.  0.],[0.08211067 0.04761061 0.00210645],[0. 0. 0.],0.7019273818089888,0,1.2212704449500276,[0.68517932 0.65953459 0.62899255],[0.67852034 0.65324049 0.6214586 ],[0.64576117 0.62060224 0.59027274],0,[0 0 0],0,[0 0 0]
[0.5133219  0.98746455 0.32376862],[-0.03029722 -0.01392788  0.00757062],[0.04100888 0.12851007 1.08587204],[-0.02385825  0.18032778  0.08707489],[0.24639445 0.47398294 0.15540941],[-0.13667634 -0.07901066  0.06246002],[0.16490788 0.98522718 1.19364162],[ 0. -0.  0.],[0.08209569 0.04760192 0.00210607],[0. 0. 0.],0.7000774343969102,0,1.2226087260885388,[0.68331392 0.65767194 0.62712701],[0.67669752 0.65142228 0.61963374],[0.64392088 0.61876518 0.58842617],0,[0 0 0],0,[0 0 0]
[0.5124434  0.98739684 0.3155862 ],[-0.02910143 -0.01549613  0.00723732],[0.04203377 0.13048486 1.08650321],[-0.02444011  0.18001793  0.08721975],[0.24597278 0.47395046 0.15148184],[-0.1303932  -0.08604048  0.05979178],[0.16524988 0.98542548 1.19365039],[ 0. -0.  0.],[0.08208071 0.04759324 0.00210569],[0. 0. 0.],0.6982304349983842,0,1.2239779821970722,[0.68144989 0.65581066 0.62526272],[0.67487672 0.64960614 0.6178108 ],[0.6420839  0.61693188 0.58658321],0,[0 0 0],0,[0 0 0]
[0.51155305 0.98732865 0.30752695],[-0.02813649 -0.01675558  0.00698996],[0.04305688 0.13245952 1.08711827],[-0.02500267  0.17968288  0.08735967],[0.24554541 0.4739177  0.1476134 ],[-0.12532097 -0.09168532  0.05773264],[0.16559182 0.98562375 1.19365916],[ 0. -0.  0.],[0.08206573 0.04758455 0.0021053 ],[0. 0. 0.],0.6963860563383368,0,1.2253720035068958,[0.67958788 0.65395141 0.62340038],[0.67305854 0.64779266 0.61599044],[0.64024972 0.61510184 0.58474336],0,[0 0 0],0,[0 0 0]
[0.5106454  0.98725975 0.29959083],[-0.0272423  -0.01776356  0.00674236],[0.04407817 0.13443404 1.08771745],[-0.02554735  0.17932767  0.08749464],[0.24510973 0.47388467 0.14380407],[-0.12068705 -0.09615511  0.0557328 ],[0.1659337  0.98582198 1.19366793],[ 0. -0.  0.],[0.08205075 0.04757587 0.00210492],[0. 0. 0.],0.6945441933134745,0,1.2267864821905388,[0.67772804 0.65209435 0.62154016],[0.67124318 0.64598207 0.61417286],[0.63841816 0.61327485 0.58290644],0,[0 0 0],0,[0 0 0]
[0.50972295 0.9871901  0.29178   ],[-0.02647883 -0.01854569  0.00653648],[0.04509761 0.13640842 1.08830101],[-0.02607675  0.17895682  0.0876255 ],[0.24466697 0.47385123 0.14005487],[-0.11676137 -0.0995969   0.05404518],[0.16627552 0.98602018 1.1936767 ],[ 0. -0.  0.],[0.08203578 0.04756719 0.00210453],[0. 0. 0.],0.6927046494584165,0,1.228217106225922,[0.67587068 0.65023984 0.61968241],[0.66943097 0.64417437 0.61235844],[0.63658892 0.6114506  0.58107216],0,[0 0 0],0,[0 0 0]
[0.50878334 0.9871198  0.28409672],[-0.02577907 -0.01913959  0.00633895],[0.04611518 0.13838266 1.08886921],[-0.02659216  0.17857409  0.08775241],[0.24421595 0.47381748 0.1363669 ],[-0.11321472 -0.1021636   0.0524528 ],[0.16661727 0.98621834 1.19368547],[ 0. -0.  0.],[0.08202081 0.04755851 0.00210415],[0. 0. 0.],0.6908673186332253,0,1.2296605779406307,[0.67401593 0.64838801 0.61782719],[0.66762205 0.6423693  0.61054732],[0.63476186 0.60962892 0.57924034],0,[0 0 0],0,[0 0 0]
[0.5078294  0.9870486  0.27654314],[-0.02515835 -0.01956582  0.00616443],[0.04713084 0.14035676 1.0894223 ],[-0.02709516  0.17818283  0.08787582],[0.24375808 0.47378333 0.13274118],[-0.1101099  -0.10395988  0.05103917],[0.16695896 0.98641646 1.19369424],[ 0. -0.  0.],[0.08200584 0.04754983 0.00210377],[0. 0. 0.],0.6890320684170632,0,1.2311138016712633,[0.67216397 0.64653905 0.61597465],[0.66581662 0.64056706 0.60873971],[0.63293678 0.60780937 0.57741079],0,[0 0 0],0,[0 0 0]
[0.5068593 0.9869765 0.2691201],[-0.02458632 -0.01985317  0.00599849],[0.04814456 0.14233071 1.08996054],[-0.02758671  0.17778582  0.08799592],[0.2432924  0.47374868 0.12917812],[-0.10729279 -0.10511118  0.04970945],[0.16730059 0.98661455 1.193703  ],[ 0. -0.  0.],[0.08199088 0.04754115 0.00210338],[0. 0. 0.],0.6871988078072591,0,1.2325743386566659,[0.67031487 0.64469306 0.61412488],[0.66401477 0.63876773 0.60693572],[0.63111358 0.6059915  0.57558338],0,[0 0 0],0,[0 0 0]
[0.5058744 0.9869034 0.2618289],[-0.02406794 -0.02001715  0.00584745],[0.0491563  0.14430452 1.0904842 ],[-0.0280679   0.17738553  0.08811299],[0.24281966 0.47371363 0.12567833],[-0.10477995 -0.10569373  0.04849819],[0.16764216 0.9868126  1.19371176],[ 0. -0.  0.],[0.08197592 0.04753248 0.002103  ],[0. 0. 0.],0.6853674359570553,0,1.234039951534228,[0.66846874 0.64285013 0.612278  ],[0.66221659 0.63697143 0.60513546],[0.62929212 0.60417479 0.57375798],0,[0 0 0],0,[0 0 0]
[0.50487494 0.9868295  0.25467062],[-0.02358603 -0.02007931  0.00570428],[0.05016605 0.14627818 1.09099354],[-0.02853945  0.17698399  0.08822719],[0.24233993 0.47367814 0.12224236],[-0.10248187 -0.10580377  0.04735719],[0.16798366 0.98701062 1.19372052],[ 0. -0.  0.],[0.08196096 0.0475238  0.00210261],[0. 0. 0.],0.6835378748075626,0,1.2355088572286765,[0.66662561 0.64101033 0.61043404],[0.66042215 0.6351782  0.60333899],[0.62747232 0.60235913 0.57193438],0,[0 0 0],0,[0 0 0]
[0.503862   0.9867544  0.24764681],[-0.02314091 -0.02005166  0.00557053],[0.05117378 0.14825168 1.09148884],[-0.0290021   0.176583    0.08833872],[0.24185371 0.47364211 0.11887092],[-0.10039486 -0.1054988   0.04629412],[0.1683251  0.9872086  1.19372928],[ 0. -0.  0.],[0.08194601 0.04751513 0.00210223],[0. 0. 0.],0.6817100458160084,0,1.2369794609969058,[0.66478552 0.63917371 0.60859307],[0.65863135 0.63338809 0.60154636],[0.6256541  0.60054444 0.57011228],0,[0 0 0],0,[0 0 0]
[0.50283575 0.98667836 0.24075663],[-0.02272201 -0.01995063  0.00544345],[0.05217945 0.15022504 1.09197035],[-0.02945637  0.17618404  0.08844771],[0.2413611  0.47360559 0.11556362],[-0.09846252 -0.10485318  0.04528697],[0.16866648 0.98740654 1.19373804],[ 0. -0.  0.],[0.08193106 0.04750646 0.00210185],[0. 0. 0.],0.6798838833045537,0,1.2384504897377187,[0.6629485  0.63734029 0.6067551 ],[0.65684368 0.63160114 0.59975762],[0.6238374  0.59873065 0.56829161],0,[0 0 0],0,[0 0 0]
[0.50179696 0.9866011  0.23400164],[-0.0223313  -0.01978594  0.00532353],[0.05318304 0.15219824 1.09243836],[-0.02990284  0.17578837  0.08855429],[0.24086248 0.47356853 0.11232123],[-0.09668995 -0.10391425  0.04433965],[0.1690078  0.98760445 1.1937468 ],[ 0. -0.  0.],[0.08191611 0.0474978  0.00210146],[0. 0. 0.],0.6780593204767769,0,1.2399208251363074,[0.66111455 0.63551009 0.60492023],[0.6550591  0.62981735 0.59797277],[0.62202215 0.59691772 0.56647231],0,[0 0 0],0,[0 0 0]
[0.50072765 0.98652637 0.22756326],[-0.02190101 -0.0195418   0.00606048],[0.0541845  0.1541713  1.09289349],[-0.0303407   0.17539758  0.08867561],[0.24034922 0.47353263 0.10923079],[-0.0947646  -0.10257779  0.04747523],[0.16934905 0.98780232 1.19375555],[ 0. -0.  0.],[0.08190116 0.04748913 0.00210108],[0. 0. 0.],0.6762355280967779,0,1.2413825067849946,[0.65928444 0.63368388 0.60308955],[0.65327706 0.62803612 0.5961914 ],[0.62020806 0.59510536 0.56465437],0,[0 0 0],0,[0 0 0]
[0.49971473 0.98645186 0.22143745],[-0.02133358 -0.01917464  0.00734031],[0.05518393 0.1561442  1.09333636],[-0.03076729  0.17501412  0.08882256],[0.23986311 0.47349689 0.10628996],[-0.09226115 -0.10060468  0.0531141 ],[0.16969025 0.98800016 1.1937643 ],[ 0. -0.  0.],[0.08188622 0.04748047 0.0021007 ],[0. 0. 0.],0.6744120162816056,0,1.2428295382660264,[0.65745827 0.63186177 0.60126332],[0.65149693 0.62625671 0.59441288],[0.61839477 0.59329359 0.56283791],0,[0 0 0],0,[0 0 0]
[0.49890912 0.98635125 0.21520102],[-0.01968968 -0.01898289  0.00723135],[0.05618175 0.1581169  1.09376676],[-0.031161    0.17463448  0.08896732],[0.2394764  0.47344862 0.10329648],[-0.0845949  -0.09901275  0.05117791],[0.17003138 0.98819796 1.19377306],[ 0. -0.  0.],[0.08187128 0.0474718  0.00210031],[0. 0. 0.],0.6725910570960275,0,1.2442785659766824,[0.65563194 0.63003941 0.59943666],[0.64971648 0.62447699 0.59263463],[0.61658468 0.59148485 0.56102492],0,[0 0 0],0,[0 0 0]
[0.4978931  0.9862405  0.20893896],[-0.01848257 -0.01906037  0.00722313],[0.05717753 0.16008938 1.09418464],[-0.03153048  0.17425333  0.08911189],[0.23898864 0.47339544 0.1002912 ],[-0.07884917 -0.09887998  0.05008611],[0.17037244 0.98839572 1.19378181],[ 0. -0.  0.],[0.08185634 0.04746314 0.00209993],[0. 0. 0.],0.6707721814832038,0,1.2457324619863215,[0.65380668 0.62821807 0.59761095],[0.64793674 0.62269798 0.59085776],[0.61477702 0.58967843 0.55921472],0,[0 0 0],0,[0 0 0]
[0.49687743 0.9861276  0.20286727],[-0.01739097 -0.01905167  0.00715137],[0.05817129 0.16206164 1.09459038],[-0.03187813  0.17387235  0.08925501],[0.23850111 0.47334121 0.09737678],[-0.07370478 -0.09839115  0.04879984],[0.17071345 0.98859345 1.19379055],[ 0. -0.  0.],[0.08184141 0.04745448 0.00209955],[0. 0. 0.],0.6689553067306174,0,1.2471901464893582,[0.6519826  0.6263979  0.59578631],[0.64615794 0.62091994 0.58908252],[0.6129716  0.58787413 0.55740712],0,[0 0 0],0,[0 0 0]
[0.49586022 0.9860122  0.19693148],[-0.01652771 -0.01898038  0.00710595],[0.05916301 0.16403366 1.09498424],[-0.03220851  0.17349279  0.08939722],[0.23801285 0.47328582 0.09452764],[-0.06965932 -0.0976971   0.04783289],[0.17105439 0.98879114 1.1937993 ],[ 0. -0.  0.],[0.08182648 0.04744582 0.00209916],[0. 0. 0.],0.6671401834027094,0,1.2486499067973393,[0.6501602  0.62457945 0.59396334],[0.64438062 0.6191434  0.58730948],[0.61116798 0.58607155 0.55560175],0,[0 0 0],0,[0 0 0]
[0.49482942 0.9858949  0.19113421],[-0.01576495 -0.01886958  0.00705361],[0.06015266 0.16600545 1.09536651],[-0.03252363  0.17311545  0.08953838],[0.23751807 0.47322954 0.09174495],[-0.06610593 -0.09685574  0.04691979],[0.17139528 0.98898879 1.19380804],[ 0. -0.  0.],[0.08181155 0.04743717 0.00209878],[0. 0. 0.],0.6653267057230257,0,1.2501109788389164,[0.64833967 0.62276293 0.59214223],[0.64260497 0.61736857 0.58553882],[0.60936597 0.58427051 0.55379843],0,[0 0 0],0,[0 0 0]
[0.49424982 0.9857609  0.18615925],[-0.01537567 -0.0191198   0.0071913 ],[0.06114116 0.16797697 1.09573884],[-0.03283096  0.17273311  0.0896823 ],[0.23723986 0.47316521 0.08935696],[-0.06415707 -0.09789716  0.04723116],[0.17173609 0.98918641 1.19381679],[ 0. -0.  0.],[0.08179662 0.04742852 0.0020984 ],[0. 0. 0.],0.6635142975465361,0,1.2515770580253256,[0.6465216  0.62094898 0.59032372],[0.64083133 0.61559577 0.58377062],[0.60756492 0.58247037 0.55199663],0,[0 0 0],0,[0 0 0]
[0.49371922 0.98562527 0.18140602],[-0.01482546 -0.01887459  0.00733268],[0.0621286  0.16994822 1.09610165],[-0.03312732  0.17235566  0.08982904],[0.23698517 0.47310008 0.08707533],[-0.06166762 -0.09650264  0.04742962],[0.17207685 0.98938399 1.19382553],[ 0. -0.  0.],[0.0817817  0.04741986 0.00209802],[0. 0. 0.],0.6617030580191198,0,1.2530402368456275,[0.64470554 0.61913715 0.58850731],[0.63905932 0.61382464 0.58200436],[0.60576506 0.58067136 0.55019651],0,[0 0 0],0,[0 0 0]
[0.49365926 0.98549414 0.17770946],[-0.01392025 -0.01552111  0.00879717],[0.06311592 0.17191921 1.09645707],[-0.03340554  0.1720453   0.09000506],[0.23695639 0.47303724 0.08530127],[-0.05883035 -0.08009393  0.05368551],[0.17241755 0.98958154 1.19383427],[ 0. -0.  0.],[0.08176678 0.04741121 0.00209763],[0. 0. 0.],0.6598918715795439,0,1.2544386400029273,[0.64289185 0.61732774 0.58669357],[0.63728805 0.61205423 0.58023914],[0.60396611 0.57887309 0.54839804],0,[0 0 0],0,[0 0 0]
[0.49322307 0.98536825 0.17395294],[-0.01338786 -0.01306176  0.01090765],[0.06410237 0.17388995 1.09680498],[-0.03367324  0.1717841   0.0902233 ],[0.23674711 0.47297677 0.08349739],[-0.05740308 -0.06812941  0.06336995],[0.17275818 0.98977905 1.19384301],[ 0. -0.  0.],[0.08175187 0.04740256 0.00209725],[0. 0. 0.],0.6580798339119026,0,1.2557811111314763,[0.64108212 0.61552248 0.58488448],[0.63551799 0.61028496 0.57847568],[0.60216735 0.57707482 0.54660066],0,[0 0 0],0,[0 0 0]
[0.49259007 0.985242   0.17037511],[-0.01276994 -0.01113921  0.0127337 ],[0.06508755 0.17586043 1.09714573],[-0.03392846  0.17156139  0.09047804],[0.23644318 0.47291614 0.08178061],[-0.05528506 -0.05867701  0.07160028],[0.17309875 0.98997653 1.19385175],[ 0. -0.  0.],[0.08173695 0.04739392 0.00209687],[0. 0. 0.],0.6562672839066428,0,1.2570792461333764,[0.63927572 0.61372065 0.58307925],[0.63374871 0.60851643 0.57671305],[0.6003691  0.57527688 0.54480463],0,[0 0 0],0,[0 0 0]
[0.4919486  0.98511124 0.16688955],[-0.01231217 -0.0094465   0.01422489],[0.06607144 0.17783066 1.09747951],[-0.03417466  0.17137252  0.09076261],[0.23613536 0.47285338 0.08010697],[-0.0538806  -0.0504118   0.07838012],[0.17343926 0.99017396 1.19386048],[ 0. -0.  0.],[0.08172204 0.04738527 0.00209648],[0. 0. 0.],0.6544543881861029,0,1.258339210064049,[0.63747255 0.61192222 0.58127777],[0.63198066 0.60674908 0.57495165],[0.59857122 0.57347917 0.54300977],0,[0 0 0],0,[0 0 0]
[0.49130917 0.9849825  0.1636399 ],[-0.01178527 -0.00780642  0.01527631],[0.06705406 0.17980062 1.09780679],[-0.0344103   0.17121646  0.09106821],[0.23582844 0.47279162 0.07854715],[-0.05209322 -0.04236061  0.08298341],[0.1737797  0.99037137 1.19386921],[ 0. -0.  0.],[0.08170713 0.04737663 0.0020961 ],[0. 0. 0.],0.6526415995102176,0,1.2595657388445427,[0.6356718  0.61012634 0.57947907],[0.63021363 0.60498274 0.57319139],[0.59677397 0.57168198 0.54121626],0,[0 0 0],0,[0 0 0]
[0.49065626 0.98485005 0.16044354],[-0.01143217 -0.00635475  0.01619983],[0.06803537 0.18177032 1.09812768],[-0.03463878  0.17108946  0.09139224],[0.23551496 0.47272803 0.07701342],[-0.05103378 -0.03527525  0.08710712],[0.17412009 0.99056873 1.19387795],[ 0. -0.  0.],[0.08169223 0.04736798 0.00209572],[0. 0. 0.],0.6508288930041792,0,1.2607625898348962,[0.63387374 0.60833327 0.57768338],[0.62844804 0.60321786 0.57143272],[0.59497711 0.5698851  0.53942385],0,[0 0 0],0,[0 0 0]
[0.48998392 0.98471427 0.15732145],[-0.01107055 -0.00509787  0.01693487],[0.06901534 0.18373975 1.09844232],[-0.03486004  0.1709876   0.09173097],[0.23519223 0.47266285 0.0755148 ],[-0.04987339 -0.02912738  0.09033212],[0.17446041 0.99076606 1.19388668],[ 0. -0.  0.],[0.08167733 0.04735934 0.00209534],[0. 0. 0.],0.6490164455194657,0,1.261934635618156,[0.63207805 0.60654273 0.57589038],[0.62668384 0.6014544  0.56967556],[0.59318074 0.56808863 0.53763243],0,[0 0 0],0,[0 0 0]
[0.48929787 0.9845753  0.15427029],[-0.01078379 -0.00398982  0.01754093],[0.06999394 0.1857089  1.09875087],[-0.03507556  0.17090791  0.0920818 ],[0.23486292 0.47259611 0.07405025],[-0.04900079 -0.0237229   0.09300021],[0.17480067 0.99096336 1.19389541],[ 0. -0.  0.],[0.08166243 0.04735071 0.00209496],[0. 0. 0.],0.6472043116112128,0,1.2630852566578175,[0.63028471 0.6047547  0.57410003],[0.62492119 0.59969251 0.56792006],[0.5913848  0.56629254 0.53584153],0,[0 0 0],0,[0 0 0]
